Z1[L],C1[M L^-3  or microS/cm],Z2[L],C2[M L^-3  or microS/cm],Z3[L],C3[M L^-3  or microS/cm],Z4[L],C4[M L^-3  or microS/cm],Z5[L],C5[M L^-3  or microS/cm]
,,,,85.539,2.8351606627510364,,,,
,,,,85.599,2.834178448757214,,,,
,,,,85.725,2.8350492941195227,,,,
,,,,85.885,2.835217260155841,,,,
,,,,86.116,2.833359972971974,,,,
,,,,86.157,2.8333569303719033,,,,
,,,,86.186,2.8333544962921735,,,,
,,,,86.211,2.833211494614204,,,,
,,,,86.219,2.833452468229177,,,,
,,,,86.228,2.8323492460198794,,,,
,,,,86.216,2.8332321841570804,,,,
,,,,86.221,2.8323309913244232,,,,
,,,,86.273,2.8303930434286486,,,,
,,,,86.296,2.831163941464098,,,,
,,,,86.387,2.8325317938666386,,,,
,,,,86.537,2.831132301827876,,,,
,,,,86.742,2.8282946680009076,,,,
,,,,86.906,2.8261995483921254,,,,
,,,,86.95,2.825246351841585,,,,
,,,,86.998,2.8254008554911225,,,,
,,,,86.997,2.824913625485658,,,,
,,,,87.002,2.8257147326239105,,,,
,,,,87.018,2.8251958646803645,,,,
,,,,87.031,2.8250571776951174,,,,
,,,,87.048,2.823347998275176,,,,
,,,,87.173,2.822312219566027,,,,
,,,,87.302,2.8230657844571736,,,,
,,,,87.614,2.8179586272732338,,,,
,,,,87.706,2.8182784715071847,,,,
,,,,87.764,2.8157648488568525,,,,
,,,,87.845,2.8170100690753315,,,,
,,,,87.903,2.8171262042982677,,,,
,,,,87.928,2.815938737383945,,,,
,,,,87.979,2.8162074770914614,,,,
,,,,88.093,2.814041851119876,,,,
,,,,88.209,2.812708663672717,,,,
,,,,88.315,2.8101008998342025,,,,
,,,,88.316,2.811133024161046,,,,
,,,,88.306,2.811729953628486,,,,
,,,,88.366,2.8111542993534386,,,,
,,,,88.468,2.810632151704735,,,,
,,,,88.534,2.809806103515581,,,,
,,,,88.608,2.8071045072666694,,,,
,,,,88.779,2.80615584190497,,,,
,,,,88.845,2.801707239724604,,,,
,,,,88.904,2.8002812898936584,,,,
,,,,88.821,2.8049100633954454,,,,
,,,,88.911,2.802843452860853,,,,
,,,,89.084,2.8001452009983807,,,,
,,,,89.385,2.792930740569352,,,,
,,,,89.559,2.794115057898992,,,,
,,,,89.711,2.7950060738590112,,,,
,,,,89.87,2.7885730395000308,,,,
,,,,90.049,2.7879415651482646,,,,
,,,,90.194,2.785975618062909,,,,
,,,,90.324,2.787067855173021,,,,
,,,,90.445,2.784052353036299,,,,
,,,,90.517,2.783215230340036,,,,
,,,,90.648,2.7801426322006306,,,,
,,,,90.835,2.7776288085105394,,,,
,,,,91.003,2.7757500136534077,,,,
,,,,91.053,2.773549808326601,,,,
,,,,91.121,2.773055916977154,,,,
,,,,91.239,2.774144435242502,,,,
,,,,91.287,2.7712770354481817,,,,
,,,,91.398,2.7716610715641536,,,,
,,,,91.51,2.7730971752607276,,,,
,,,,91.554,2.7729746141307743,,,,
,,,,91.57,2.771693226571614,,,,
,,,,91.688,2.769215011312963,,,,
,,,,91.82,2.7662815779340604,,,,
,,,,91.959,2.7638725441813845,,,,
,,,,92.319,2.7637009143043088,,,,
,,,,92.551,2.7597307803172244,,,,
,,,,92.644,2.760121271275932,,,,
,,,,92.874,2.759005602445464,,,,
,,,,93.093,2.761545655810136,,,,
,,,,93.272,2.7708141388697443,,,,
,,,,93.291,2.8357077775304047,,,,
,,,,93.294,2.8371562718965064,,,,
