,parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
out_inst:0_usecol:2_direct_idx0:73.6,out_inst:0_usecol:2_direct_idx0:73.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:73.80000000000001,in_inst:0_usecol:1_direct_idx0:73.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:73.80000000000001,out_inst:0_usecol:2_direct_idx0:73.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:74.0,in_inst:0_usecol:1_direct_idx0:74.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:74.0,out_inst:0_usecol:2_direct_idx0:74.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:74.2,in_inst:0_usecol:1_direct_idx0:74.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:74.2,out_inst:0_usecol:2_direct_idx0:74.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:74.4,in_inst:0_usecol:1_direct_idx0:74.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:74.4,out_inst:0_usecol:2_direct_idx0:74.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:74.6,in_inst:0_usecol:1_direct_idx0:74.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:74.6,out_inst:0_usecol:2_direct_idx0:74.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:74.80000000000001,in_inst:0_usecol:1_direct_idx0:74.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:74.80000000000001,out_inst:0_usecol:2_direct_idx0:74.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:75.0,in_inst:0_usecol:1_direct_idx0:75.0,log,factor,0.05,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:75.0,out_inst:0_usecol:2_direct_idx0:75.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:75.2,in_inst:0_usecol:1_direct_idx0:75.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:75.2,out_inst:0_usecol:2_direct_idx0:75.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:75.4,in_inst:0_usecol:1_direct_idx0:75.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:75.4,out_inst:0_usecol:2_direct_idx0:75.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:75.6,in_inst:0_usecol:1_direct_idx0:75.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:75.6,out_inst:0_usecol:2_direct_idx0:75.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:75.80000000000001,in_inst:0_usecol:1_direct_idx0:75.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:75.80000000000001,out_inst:0_usecol:2_direct_idx0:75.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:76.0,in_inst:0_usecol:1_direct_idx0:76.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:76.0,out_inst:0_usecol:2_direct_idx0:76.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:76.2,in_inst:0_usecol:1_direct_idx0:76.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:76.2,out_inst:0_usecol:2_direct_idx0:76.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:76.4,in_inst:0_usecol:1_direct_idx0:76.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:76.4,out_inst:0_usecol:2_direct_idx0:76.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:76.6,in_inst:0_usecol:1_direct_idx0:76.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:76.6,out_inst:0_usecol:2_direct_idx0:76.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:76.80000000000001,in_inst:0_usecol:1_direct_idx0:76.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:76.80000000000001,out_inst:0_usecol:2_direct_idx0:76.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:77.0,in_inst:0_usecol:1_direct_idx0:77.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:77.0,out_inst:0_usecol:2_direct_idx0:77.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:77.2,in_inst:0_usecol:1_direct_idx0:77.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:77.2,out_inst:0_usecol:2_direct_idx0:77.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:77.4,in_inst:0_usecol:1_direct_idx0:77.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:77.4,out_inst:0_usecol:2_direct_idx0:77.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:77.6,in_inst:0_usecol:1_direct_idx0:77.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:77.6,out_inst:0_usecol:2_direct_idx0:77.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:77.80000000000001,in_inst:0_usecol:1_direct_idx0:77.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:77.80000000000001,out_inst:0_usecol:2_direct_idx0:77.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:78.0,in_inst:0_usecol:1_direct_idx0:78.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:78.0,out_inst:0_usecol:2_direct_idx0:78.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:78.2,in_inst:0_usecol:1_direct_idx0:78.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:78.2,out_inst:0_usecol:2_direct_idx0:78.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:78.4,in_inst:0_usecol:1_direct_idx0:78.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:78.4,out_inst:0_usecol:2_direct_idx0:78.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:78.6,in_inst:0_usecol:1_direct_idx0:78.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:78.6,out_inst:0_usecol:2_direct_idx0:78.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:78.80000000000001,in_inst:0_usecol:1_direct_idx0:78.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:78.80000000000001,out_inst:0_usecol:2_direct_idx0:78.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:79.0,in_inst:0_usecol:1_direct_idx0:79.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:79.0,out_inst:0_usecol:2_direct_idx0:79.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:79.2,in_inst:0_usecol:1_direct_idx0:79.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:79.2,out_inst:0_usecol:2_direct_idx0:79.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:79.4,in_inst:0_usecol:1_direct_idx0:79.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:79.4,out_inst:0_usecol:2_direct_idx0:79.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:79.6,in_inst:0_usecol:1_direct_idx0:79.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:79.6,out_inst:0_usecol:2_direct_idx0:79.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:79.80000000000001,in_inst:0_usecol:1_direct_idx0:79.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:79.80000000000001,out_inst:0_usecol:2_direct_idx0:79.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:80.0,in_inst:0_usecol:1_direct_idx0:80.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:80.0,out_inst:0_usecol:2_direct_idx0:80.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:80.2,in_inst:0_usecol:1_direct_idx0:80.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:80.2,out_inst:0_usecol:2_direct_idx0:80.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:80.4,in_inst:0_usecol:1_direct_idx0:80.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:80.4,out_inst:0_usecol:2_direct_idx0:80.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:80.6,in_inst:0_usecol:1_direct_idx0:80.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:80.6,out_inst:0_usecol:2_direct_idx0:80.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:80.80000000000001,in_inst:0_usecol:1_direct_idx0:80.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:80.80000000000001,out_inst:0_usecol:2_direct_idx0:80.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:81.0,in_inst:0_usecol:1_direct_idx0:81.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:81.0,out_inst:0_usecol:2_direct_idx0:81.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:81.2,in_inst:0_usecol:1_direct_idx0:81.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:81.2,out_inst:0_usecol:2_direct_idx0:81.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:81.4,in_inst:0_usecol:1_direct_idx0:81.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:81.4,out_inst:0_usecol:2_direct_idx0:81.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:81.6,in_inst:0_usecol:1_direct_idx0:81.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:81.6,out_inst:0_usecol:2_direct_idx0:81.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:81.80000000000001,in_inst:0_usecol:1_direct_idx0:81.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:81.80000000000001,out_inst:0_usecol:2_direct_idx0:81.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:82.0,in_inst:0_usecol:1_direct_idx0:82.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:82.0,out_inst:0_usecol:2_direct_idx0:82.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:82.2,in_inst:0_usecol:1_direct_idx0:82.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:82.2,out_inst:0_usecol:2_direct_idx0:82.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:82.4,in_inst:0_usecol:1_direct_idx0:82.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:82.4,out_inst:0_usecol:2_direct_idx0:82.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:82.6,in_inst:0_usecol:1_direct_idx0:82.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:82.6,out_inst:0_usecol:2_direct_idx0:82.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:82.80000000000001,in_inst:0_usecol:1_direct_idx0:82.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:82.80000000000001,out_inst:0_usecol:2_direct_idx0:82.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:83.0,in_inst:0_usecol:1_direct_idx0:83.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:83.0,out_inst:0_usecol:2_direct_idx0:83.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:83.2,in_inst:0_usecol:1_direct_idx0:83.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:83.2,out_inst:0_usecol:2_direct_idx0:83.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:83.4,in_inst:0_usecol:1_direct_idx0:83.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:83.4,out_inst:0_usecol:2_direct_idx0:83.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:83.6,in_inst:0_usecol:1_direct_idx0:83.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:83.6,out_inst:0_usecol:2_direct_idx0:83.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:83.80000000000001,in_inst:0_usecol:1_direct_idx0:83.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:83.80000000000001,out_inst:0_usecol:2_direct_idx0:83.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:84.0,in_inst:0_usecol:1_direct_idx0:84.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:84.0,out_inst:0_usecol:2_direct_idx0:84.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:84.2,in_inst:0_usecol:1_direct_idx0:84.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:84.2,out_inst:0_usecol:2_direct_idx0:84.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:84.4,in_inst:0_usecol:1_direct_idx0:84.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:84.4,out_inst:0_usecol:2_direct_idx0:84.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:84.6,in_inst:0_usecol:1_direct_idx0:84.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:84.6,out_inst:0_usecol:2_direct_idx0:84.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:84.80000000000001,in_inst:0_usecol:1_direct_idx0:84.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:84.80000000000001,out_inst:0_usecol:2_direct_idx0:84.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:85.0,in_inst:0_usecol:1_direct_idx0:85.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:85.0,out_inst:0_usecol:2_direct_idx0:85.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:85.2,in_inst:0_usecol:1_direct_idx0:85.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:85.2,out_inst:0_usecol:2_direct_idx0:85.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:85.4,in_inst:0_usecol:1_direct_idx0:85.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:85.4,out_inst:0_usecol:2_direct_idx0:85.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:85.6,in_inst:0_usecol:1_direct_idx0:85.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:85.6,out_inst:0_usecol:2_direct_idx0:85.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:85.80000000000001,in_inst:0_usecol:1_direct_idx0:85.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:85.80000000000001,out_inst:0_usecol:2_direct_idx0:85.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:86.0,in_inst:0_usecol:1_direct_idx0:86.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:86.0,out_inst:0_usecol:2_direct_idx0:86.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:86.2,in_inst:0_usecol:1_direct_idx0:86.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:86.2,out_inst:0_usecol:2_direct_idx0:86.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:86.4,in_inst:0_usecol:1_direct_idx0:86.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:86.4,out_inst:0_usecol:2_direct_idx0:86.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:86.6,in_inst:0_usecol:1_direct_idx0:86.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:86.6,out_inst:0_usecol:2_direct_idx0:86.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:86.80000000000001,in_inst:0_usecol:1_direct_idx0:86.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:86.80000000000001,out_inst:0_usecol:2_direct_idx0:86.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:87.0,in_inst:0_usecol:1_direct_idx0:87.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:87.0,out_inst:0_usecol:2_direct_idx0:87.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:87.2,in_inst:0_usecol:1_direct_idx0:87.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:87.2,out_inst:0_usecol:2_direct_idx0:87.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:87.4,in_inst:0_usecol:1_direct_idx0:87.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:87.4,out_inst:0_usecol:2_direct_idx0:87.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:87.6,in_inst:0_usecol:1_direct_idx0:87.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:87.6,out_inst:0_usecol:2_direct_idx0:87.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:87.80000000000001,in_inst:0_usecol:1_direct_idx0:87.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:87.80000000000001,out_inst:0_usecol:2_direct_idx0:87.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:88.0,in_inst:0_usecol:1_direct_idx0:88.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:88.0,out_inst:0_usecol:2_direct_idx0:88.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:88.2,in_inst:0_usecol:1_direct_idx0:88.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:88.2,out_inst:0_usecol:2_direct_idx0:88.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:88.4,in_inst:0_usecol:1_direct_idx0:88.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:88.4,out_inst:0_usecol:2_direct_idx0:88.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:88.6,in_inst:0_usecol:1_direct_idx0:88.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:88.6,out_inst:0_usecol:2_direct_idx0:88.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:88.80000000000001,in_inst:0_usecol:1_direct_idx0:88.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:88.80000000000001,out_inst:0_usecol:2_direct_idx0:88.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:89.0,in_inst:0_usecol:1_direct_idx0:89.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:89.0,out_inst:0_usecol:2_direct_idx0:89.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:89.2,in_inst:0_usecol:1_direct_idx0:89.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:89.2,out_inst:0_usecol:2_direct_idx0:89.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:89.4,in_inst:0_usecol:1_direct_idx0:89.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:89.4,out_inst:0_usecol:2_direct_idx0:89.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:89.6,in_inst:0_usecol:1_direct_idx0:89.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:89.6,out_inst:0_usecol:2_direct_idx0:89.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:89.80000000000001,in_inst:0_usecol:1_direct_idx0:89.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:89.80000000000001,out_inst:0_usecol:2_direct_idx0:89.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:90.0,in_inst:0_usecol:1_direct_idx0:90.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:90.0,out_inst:0_usecol:2_direct_idx0:90.0,log,factor,-inf,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:90.2,in_inst:0_usecol:1_direct_idx0:90.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:90.2,out_inst:0_usecol:2_direct_idx0:90.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
